AIRLINE,ORIGIN,DEST,Carrier_Delays,Weather_Delays,NAS_Delays,Security_Delays,Late_Aircraft_Delays,Total_Flights
SkyWest Airlines Inc.,MSP,DFW,10,4,8,0,7,135
SkyWest Airlines Inc.,MSP,FWA,15,3,2,1,7,135
SkyWest Airlines Inc.,MSP,IND,20,6,8,0,4,135
SkyWest Airlines Inc.,ORD,CAK,18,2,4,0,5,135
Southwest Airlines Co.,FLL,RDU,12,2,7,0,18,135
Southwest Airlines Co.,SFO,ONT,5,0,1,0,5,135
Spirit Air Lines,DFW,BWI,15,0,23,0,9,135
Spirit Air Lines,DFW,LGA,14,1,23,0,3,135
Spirit Air Lines,MSY,LAX,13,2,7,0,6,135
United Air Lines Inc.,DEN,ORF,33,3,26,0,22,135
United Air Lines Inc.,IAD,JAX,19,2,18,0,13,135
United Air Lines Inc.,IAD,SJU,8,0,10,0,7,135
United Air Lines Inc.,RAP,DEN,11,2,20,0,7,135
United Air Lines Inc.,SFO,IND,19,0,12,0,14,135
United Air Lines Inc.,TUL,IAH,7,1,15,0,3,135
Alaska Airlines Inc.,PDX,DCA,14,0,20,0,3,134
Allegiant Air,USA,PIE,19,2,15,0,22,134
American Airlines Inc.,BUR,PHX,5,2,12,0,13,134
Delta Air Lines Inc.,IND,DTW,2,1,4,0,3,134
Delta Air Lines Inc.,LIH,SEA,4,1,5,0,6,134
Delta Air Lines Inc.,SEA,IAD,5,0,8,0,2,134
Endeavor Air Inc.,CMH,MSP,4,2,5,0,7,134
Envoy Air,DFW,COU,7,5,12,0,11,134
Envoy Air,LGA,RIC,10,3,22,0,24,134
ExpressJet Airlines LLC d/b/a aha!,TUL,IAH,13,1,21,0,17,134
Frontier Airlines Inc.,CLE,DEN,12,1,15,0,20,134
Frontier Airlines Inc.,IAH,LAS,24,2,32,0,27,134
Frontier Airlines Inc.,MCO,BOS,20,2,14,0,5,134
Frontier Airlines Inc.,MCO,CLT,23,3,23,0,21,134
Hawaiian Airlines Inc.,LAX,KOA,20,0,1,0,0,134
Hawaiian Airlines Inc.,OGG,SMF,19,0,0,1,10,134
JetBlue Airways,FLL,BNA,32,6,22,2,12,134
PSA Airlines Inc.,PHL,BGR,16,2,10,0,9,134
Republic Airline,MIA,CHS,4,0,6,0,6,134
SkyWest Airlines Inc.,BUR,PHX,8,0,1,0,6,134
SkyWest Airlines Inc.,CKB,IAD,18,3,2,0,4,134
SkyWest Airlines Inc.,SFO,AUS,10,0,1,0,12,134
SkyWest Airlines Inc.,STL,IAH,10,1,9,0,6,134
Southwest Airlines Co.,BLI,OAK,26,0,1,0,27,134
Southwest Airlines Co.,HNL,LAS,12,0,6,0,4,134
Southwest Airlines Co.,LGA,MSY,27,1,15,0,21,134
Southwest Airlines Co.,MSY,MCI,18,0,7,0,16,134
Southwest Airlines Co.,ORF,MCO,14,0,12,0,14,134
Southwest Airlines Co.,RSW,BNA,16,0,13,0,17,134
Southwest Airlines Co.,SNA,DAL,32,0,17,0,24,134
Southwest Airlines Co.,STL,ECP,11,0,7,0,11,134
Southwest Airlines Co.,STL,PIT,15,0,10,0,17,134
Spirit Air Lines,BWI,TPA,9,0,13,0,4,134
Spirit Air Lines,MCO,BQN,31,9,36,3,13,134
Spirit Air Lines,PHL,LAX,16,1,21,1,8,134
United Air Lines Inc.,EWR,MSP,39,0,17,0,24,134
United Air Lines Inc.,JAX,ORD,18,1,18,0,13,134
United Air Lines Inc.,MEM,IAH,14,1,20,0,3,134
United Air Lines Inc.,ORD,RIC,20,6,13,0,22,134
Alaska Airlines Inc.,BOS,PDX,9,0,14,0,8,133
Alaska Airlines Inc.,CHS,SEA,6,2,9,0,9,133
Alaska Airlines Inc.,SEA,CHS,7,1,13,0,4,133
Allegiant Air,LAS,RNO,5,1,16,0,10,133
American Airlines Inc.,CLT,PDX,25,4,20,0,10,133
American Airlines Inc.,GSO,DFW,9,1,5,0,7,133
Delta Air Lines Inc.,DTW,JFK,13,2,22,0,9,133
Delta Air Lines Inc.,OGG,SEA,12,0,13,0,9,133
Endeavor Air Inc.,DTW,MSN,5,1,11,0,7,133
Envoy Air,AGS,DFW,11,1,10,1,7,133
Envoy Air,DFW,JLN,5,3,11,0,10,133
Envoy Air,IAH,ORD,5,2,9,0,11,133
ExpressJet Airlines LLC d/b/a aha!,MFE,IAH,3,0,18,0,14,133
ExpressJet Airlines LLC d/b/a aha!,STL,EWR,11,0,35,0,17,133
Hawaiian Airlines Inc.,JFK,HNL,31,2,0,0,11,133
Hawaiian Airlines Inc.,PDX,OGG,22,5,0,0,0,133
JetBlue Airways,ALB,MCO,37,2,25,0,32,133
Mesa Airlines Inc.,MGM,DFW,13,1,9,0,18,133
Republic Airline,EWR,GSO,12,1,16,0,9,133
Republic Airline,MHT,DCA,6,2,13,0,7,133
Republic Airline,PHL,MSP,4,0,2,0,2,133
Republic Airline,PHL,PWM,6,0,9,0,10,133
SkyWest Airlines Inc.,EUG,PHX,4,1,3,0,3,133
SkyWest Airlines Inc.,ORD,MLI,15,0,4,0,6,133
SkyWest Airlines Inc.,OTH,SFO,6,2,3,2,9,133
SkyWest Airlines Inc.,PSC,MSP,10,3,7,0,1,133
Southwest Airlines Co.,CMH,HOU,4,0,5,0,4,133
Southwest Airlines Co.,MDW,MYR,27,3,11,0,17,133
Southwest Airlines Co.,ONT,DAL,17,1,22,1,13,133
Southwest Airlines Co.,ONT,SFO,4,0,16,0,14,133
Southwest Airlines Co.,SAN,SAT,13,0,9,0,16,133
United Air Lines Inc.,BWI,LAX,6,0,11,0,0,133
United Air Lines Inc.,DCA,SFO,19,1,18,0,11,133
United Air Lines Inc.,DEN,RAP,28,1,17,0,18,133
United Air Lines Inc.,KOA,DEN,5,0,7,0,3,133
Alaska Airlines Inc.,EWR,SAN,10,1,20,0,17,132
Alaska Airlines Inc.,SFO,DCA,9,0,12,1,1,132
American Airlines Inc.,DCA,LAS,7,0,8,0,1,132
American Airlines Inc.,DFW,LIT,27,2,11,0,20,132
Delta Air Lines Inc.,LAX,LIH,11,0,7,0,10,132
Delta Air Lines Inc.,TPA,SLC,9,1,8,0,4,132
ExpressJet Airlines LLC d/b/a aha!,IAH,LBB,11,1,11,0,8,132
Frontier Airlines Inc.,DEN,CLE,12,0,10,0,7,132
Frontier Airlines Inc.,ONT,LAS,20,2,42,0,31,132
Frontier Airlines Inc.,RDU,PHL,17,1,17,0,23,132
Hawaiian Airlines Inc.,LIH,LAX,22,0,0,1,11,132
Mesa Airlines Inc.,BNA,IAD,4,1,2,0,4,132
Mesa Airlines Inc.,IAH,ORF,17,1,4,0,6,132
Mesa Airlines Inc.,PHX,YUM,15,0,14,0,9,132
PSA Airlines Inc.,BUF,PHL,9,1,13,1,5,132
SkyWest Airlines Inc.,BOI,SAN,4,0,4,0,7,132
SkyWest Airlines Inc.,CLT,ORD,8,1,12,0,9,132
SkyWest Airlines Inc.,LBB,DFW,6,1,0,0,11,132
SkyWest Airlines Inc.,SAV,ORD,8,1,6,0,7,132
Southwest Airlines Co.,DCA,AUS,30,1,21,0,21,132
Southwest Airlines Co.,SAT,TPA,13,0,8,0,15,132
Spirit Air Lines,PIT,LAS,16,2,15,0,4,132
Spirit Air Lines,STX,FLL,10,1,22,6,17,132
United Air Lines Inc.,HNL,EWR,19,0,10,0,8,132
United Air Lines Inc.,IAH,MSP,33,1,8,0,30,132
United Air Lines Inc.,IND,IAH,10,1,19,0,10,132
United Air Lines Inc.,LIH,DEN,5,0,2,0,2,132
Alaska Airlines Inc.,LAX,OGG,3,0,16,0,1,131
Alaska Airlines Inc.,SAN,AUS,4,1,10,0,2,131
Alaska Airlines Inc.,SAN,BOS,4,4,24,0,3,131
Allegiant Air,IND,PIE,11,3,13,2,17,131
Allegiant Air,MFE,LAS,12,0,9,0,18,131
Allegiant Air,PGD,IND,13,4,17,0,23,131
American Airlines Inc.,BUF,DFW,15,1,16,0,7,131
American Airlines Inc.,STL,LGA,11,0,15,0,10,131
Delta Air Lines Inc.,SEA,OGG,8,0,10,0,7,131
Endeavor Air Inc.,GRR,MSP,4,0,9,0,12,131
Envoy Air,AUS,CVG,23,1,15,0,23,131
ExpressJet Airlines LLC d/b/a aha!,STL,IAH,8,0,21,0,16,131
JetBlue Airways,FLL,MSY,30,1,12,1,19,131
JetBlue Airways,PVD,FLL,21,1,16,0,25,131
JetBlue Airways,TPA,HPN,33,0,19,0,29,131
Mesa Airlines Inc.,STS,PHX,7,0,15,1,22,131
PSA Airlines Inc.,CLT,SGF,12,1,9,0,9,131
PSA Airlines Inc.,MGM,DCA,8,3,14,0,20,131
Republic Airline,BUF,DCA,4,0,5,0,5,131
Republic Airline,CMH,IAD,4,0,8,0,3,131
Republic Airline,DCA,MHT,10,1,8,0,10,131
Republic Airline,IAH,LGA,14,2,27,0,19,131
SkyWest Airlines Inc.,ABY,ATL,4,3,4,0,9,131
SkyWest Airlines Inc.,DEN,RIC,14,0,9,0,7,131
SkyWest Airlines Inc.,DFW,IDA,14,5,1,0,8,131
SkyWest Airlines Inc.,DVL,DEN,8,2,13,0,13,131
SkyWest Airlines Inc.,LBB,IAH,13,3,4,0,7,131
SkyWest Airlines Inc.,SJC,BOI,3,0,0,0,5,131
SkyWest Airlines Inc.,TYS,DFW,7,0,6,0,11,131
Southwest Airlines Co.,BUR,DAL,11,1,15,1,10,131
Southwest Airlines Co.,HOU,LGB,23,0,11,0,16,131
Southwest Airlines Co.,LGB,RNO,18,0,8,0,27,131
Southwest Airlines Co.,SRQ,MDW,13,0,14,0,18,131
Spirit Air Lines,FLL,STX,15,2,14,0,4,131
Spirit Air Lines,LGA,DFW,7,0,14,0,11,131
Spirit Air Lines,RDU,MCO,12,2,20,0,11,131
Spirit Air Lines,RIC,MCO,13,0,21,0,7,131
United Air Lines Inc.,CLE,FLL,8,1,11,0,3,131
Alaska Airlines Inc.,KTN,SIT,6,1,20,0,29,130
Alaska Airlines Inc.,SAN,MCO,5,5,24,0,4,130
Allegiant Air,FSD,AZA,16,1,23,0,20,130
Delta Air Lines Inc.,SEA,KOA,18,1,11,0,11,130
Endeavor Air Inc.,DCA,JFK,8,0,9,0,11,130
Endeavor Air Inc.,DTW,MDW,4,0,7,0,4,130
Envoy Air,ATL,MIA,12,3,7,0,12,130
Envoy Air,TYS,DFW,17,6,22,0,18,130
ExpressJet Airlines LLC d/b/a aha!,IAH,PNS,12,3,21,0,6,130
ExpressJet Airlines LLC d/b/a aha!,IAH,STL,9,0,8,0,8,130
Frontier Airlines Inc.,LAS,SMF,20,0,17,0,16,130
Frontier Airlines Inc.,RSW,DEN,7,0,19,0,12,130
Hawaiian Airlines Inc.,HNL,PHX,21,0,0,0,1,130
JetBlue Airways,ACK,JFK,19,1,15,0,27,130
PSA Airlines Inc.,DCA,TLH,21,3,19,0,16,130
PSA Airlines Inc.,TLH,DCA,9,2,13,0,0,130
Republic Airline,EWR,BTV,22,0,18,0,20,130
Republic Airline,MIA,IND,5,1,11,0,9,130
Republic Airline,ORD,CHS,8,1,18,0,5,130
SkyWest Airlines Inc.,ATL,GNV,10,1,8,0,8,130
SkyWest Airlines Inc.,BHM,ORD,5,1,6,0,13,130
SkyWest Airlines Inc.,IAD,OGS,19,3,4,0,5,130
SkyWest Airlines Inc.,MSP,PSC,24,0,0,1,8,130
SkyWest Airlines Inc.,ORD,CMH,22,0,5,0,9,130
SkyWest Airlines Inc.,SHD,IAD,12,1,3,0,2,130
SkyWest Airlines Inc.,SJC,DEN,12,1,4,0,4,130
Southwest Airlines Co.,SLC,BUR,8,1,10,0,11,130
Spirit Air Lines,LAX,PIT,11,1,14,0,8,130
Spirit Air Lines,MSY,IAH,11,1,17,0,11,130
United Air Lines Inc.,PIT,SFO,13,0,15,0,8,130
American Airlines Inc.,MIA,JAX,29,5,20,0,22,129
Delta Air Lines Inc.,ATL,HNL,23,0,24,0,1,129
Endeavor Air Inc.,ILM,LGA,9,6,29,0,15,129
Endeavor Air Inc.,LGA,BHM,13,1,15,0,11,129
Envoy Air,AVL,DFW,18,4,9,0,14,129
Envoy Air,CVG,DCA,13,2,16,0,13,129
Envoy Air,DCA,XNA,24,1,20,1,19,129
JetBlue Airways,BUF,MCO,16,1,15,0,13,129
JetBlue Airways,IAH,BOS,25,0,17,0,27,129
JetBlue Airways,SMF,JFK,30,0,15,0,21,129
Mesa Airlines Inc.,CRP,IAH,5,1,7,0,4,129
Republic Airline,RIC,JFK,4,1,15,0,10,129
SkyWest Airlines Inc.,ATL,PIA,7,2,6,0,13,129
SkyWest Airlines Inc.,ATL,VLD,7,2,7,0,12,129
SkyWest Airlines Inc.,CID,DTW,11,4,9,0,9,129
SkyWest Airlines Inc.,OKC,DFW,18,5,0,0,12,129
SkyWest Airlines Inc.,PHX,ROW,4,0,4,0,12,129
SkyWest Airlines Inc.,SYR,DTW,16,4,6,0,6,129
Southwest Airlines Co.,DAL,RDU,28,1,11,1,25,129
Southwest Airlines Co.,DEN,JAX,30,0,23,0,27,129
Southwest Airlines Co.,ECP,STL,10,2,5,0,13,129
Southwest Airlines Co.,LAS,TPA,25,2,14,0,21,129
Southwest Airlines Co.,MCO,ORD,18,3,35,0,16,129
Southwest Airlines Co.,MDW,COS,20,2,11,0,11,129
Southwest Airlines Co.,MDW,RIC,34,0,11,0,25,129
Southwest Airlines Co.,SFO,MDW,7,0,5,0,7,129
Spirit Air Lines,DTW,MSY,14,3,12,0,5,129
United Air Lines Inc.,IAH,IND,23,1,18,0,16,129
United Air Lines Inc.,LAX,JFK,13,0,11,0,9,129
Alaska Airlines Inc.,SAN,EWR,5,3,28,0,2,128
Allegiant Air,AZA,FSD,17,1,13,0,8,128
American Airlines Inc.,SBA,PHX,13,0,11,0,10,128
Delta Air Lines Inc.,ATW,ATL,6,2,12,0,0,128
Delta Air Lines Inc.,RSW,JFK,7,2,15,1,12,128
Envoy Air,DCA,CVG,11,0,7,0,19,128
JetBlue Airways,RSW,LGA,20,0,21,0,18,128
Mesa Airlines Inc.,DFW,GPT,19,2,10,0,12,128
Mesa Airlines Inc.,IAH,CRP,17,3,4,0,3,128
Mesa Airlines Inc.,MEM,DFW,24,2,24,0,33,128
Mesa Airlines Inc.,TUL,DFW,6,3,21,0,24,128
PSA Airlines Inc.,CAK,PHL,15,3,16,0,12,128
PSA Airlines Inc.,DAY,LGA,13,0,24,0,16,128
PSA Airlines Inc.,DCA,LAN,10,4,11,1,14,128
PSA Airlines Inc.,PHL,MKE,7,3,8,0,6,128
Republic Airline,MIA,SDF,6,0,9,0,3,128
SkyWest Airlines Inc.,ATL,AGS,21,8,0,0,0,128
SkyWest Airlines Inc.,DAY,DTW,6,1,4,0,7,128
SkyWest Airlines Inc.,DEN,SAT,6,1,12,0,7,128
SkyWest Airlines Inc.,DTW,DAY,13,2,7,1,12,128
SkyWest Airlines Inc.,HOU,DFW,8,6,6,0,17,128
SkyWest Airlines Inc.,SAN,SLC,10,0,4,0,4,128
Southwest Airlines Co.,DAL,SNA,19,1,13,0,21,128
Southwest Airlines Co.,SJC,KOA,10,0,12,1,5,128
Southwest Airlines Co.,SLC,SMF,25,0,13,0,21,128
Spirit Air Lines,BNA,FLL,19,2,25,0,8,128
United Air Lines Inc.,IAH,MEM,22,1,13,0,20,128
United Air Lines Inc.,SFO,RNO,16,0,14,0,14,128
Alaska Airlines Inc.,ANC,ORD,9,0,22,0,3,127
Alaska Airlines Inc.,KOA,SAN,7,0,17,0,21,127
Alaska Airlines Inc.,OGG,SFO,6,0,15,0,20,127
Allegiant Air,PIE,USA,14,3,10,0,14,127
American Airlines Inc.,ABQ,ORD,8,0,12,0,13,127
American Airlines Inc.,CLT,AVP,21,2,10,0,16,127
American Airlines Inc.,LGA,ATL,8,1,18,0,24,127
American Airlines Inc.,OKC,CLT,8,4,7,0,7,127
Delta Air Lines Inc.,ATL,FSD,17,0,11,0,7,127
Endeavor Air Inc.,ATL,MDT,6,1,7,0,9,127
Endeavor Air Inc.,BHM,LGA,9,1,14,0,8,127
Envoy Air,CMH,DCA,8,0,10,0,6,127
Envoy Air,LGA,CLE,14,3,24,0,32,127
Envoy Air,PNS,DFW,10,1,14,0,13,127
ExpressJet Airlines LLC d/b/a aha!,IAH,MFE,10,0,11,0,4,127
Frontier Airlines Inc.,LAS,RDU,35,0,18,0,26,127
Hawaiian Airlines Inc.,OAK,OGG,11,0,0,0,0,127
Mesa Airlines Inc.,DRO,PHX,8,0,6,0,7,127
Republic Airline,ATL,CAE,11,1,5,0,4,127
Republic Airline,BWI,JFK,5,1,24,0,10,127
Republic Airline,JFK,BWI,7,2,12,0,16,127
Republic Airline,PHL,PVD,5,2,6,0,4,127
Republic Airline,SYR,ORD,8,2,10,0,9,127
SkyWest Airlines Inc.,DAL,LAX,9,0,9,0,5,127
SkyWest Airlines Inc.,DEN,PAE,9,1,8,0,6,127
SkyWest Airlines Inc.,DFW,TYS,11,0,9,0,13,127
SkyWest Airlines Inc.,DTW,SAT,14,5,8,0,4,127
SkyWest Airlines Inc.,IAH,BHM,15,3,3,0,8,127
SkyWest Airlines Inc.,IAH,LIT,10,2,6,0,9,127
SkyWest Airlines Inc.,PSP,LAX,6,1,1,0,0,127
Southwest Airlines Co.,FLL,BUF,7,1,7,0,7,127
Southwest Airlines Co.,LAS,IAH,25,0,15,0,31,127
Southwest Airlines Co.,MCI,MSY,12,0,7,0,13,127
Alaska Airlines Inc.,SAN,KOA,6,1,22,0,5,126
American Airlines Inc.,AVP,CLT,3,2,2,0,6,126
American Airlines Inc.,PHX,FAT,19,0,8,0,20,126
American Airlines Inc.,PHX,IAH,12,0,11,0,10,126
Delta Air Lines Inc.,DTW,CLE,14,0,4,0,4,126
Delta Air Lines Inc.,ROA,ATL,7,1,13,0,1,126
Delta Air Lines Inc.,SEA,SJC,9,0,10,0,8,126
Endeavor Air Inc.,CMH,DTW,4,1,7,0,9,126
Endeavor Air Inc.,DTW,CMH,3,1,6,0,4,126
Envoy Air,ORD,FWA,4,3,15,0,11,126
Envoy Air,ORD,RDU,6,2,11,0,8,126
Envoy Air,RDU,ORD,21,3,23,0,17,126
ExpressJet Airlines LLC d/b/a aha!,IAH,GRK,10,2,12,0,9,126
Frontier Airlines Inc.,DTW,MCO,17,1,24,0,21,126
Frontier Airlines Inc.,MCO,LGA,28,6,34,0,19,126
Frontier Airlines Inc.,MCO,MKE,20,3,17,0,9,126
Frontier Airlines Inc.,SAT,LAS,8,0,17,0,25,126
Frontier Airlines Inc.,SMF,LAS,15,0,30,0,25,126
JetBlue Airways,BNA,LGA,25,2,30,0,22,126
JetBlue Airways,CHS,FLL,14,1,10,0,10,126
Mesa Airlines Inc.,IAH,RIC,16,4,3,0,5,126
SkyWest Airlines Inc.,AGS,ATL,17,2,1,0,1,126
SkyWest Airlines Inc.,DFW,HOU,12,4,8,0,7,126
SkyWest Airlines Inc.,DTW,BGM,9,1,3,0,7,126
SkyWest Airlines Inc.,DTW,DEN,16,0,2,0,0,126
SkyWest Airlines Inc.,LAX,RDD,11,0,0,0,3,126
SkyWest Airlines Inc.,PHX,SBA,7,0,2,0,6,126
SkyWest Airlines Inc.,SLC,WYS,10,5,1,0,0,126
Southwest Airlines Co.,DEN,BUF,34,0,14,0,23,126
Southwest Airlines Co.,DEN,CVG,24,1,10,0,18,126
Southwest Airlines Co.,LAS,PSP,26,2,19,0,37,126
Southwest Airlines Co.,MCI,IND,8,0,5,0,10,126
Southwest Airlines Co.,ORD,LAS,41,1,32,0,36,126
Southwest Airlines Co.,TPA,LAS,12,1,6,0,12,126
Spirit Air Lines,SJU,BOS,13,1,30,0,4,126
Spirit Air Lines,SJU,TPA,13,1,15,0,11,126
United Air Lines Inc.,MSP,EWR,8,2,20,0,8,126
United Air Lines Inc.,SFO,PIT,18,0,12,0,10,126
Alaska Airlines Inc.,AUS,SAN,6,0,11,0,12,125
Allegiant Air,RNO,LAS,11,1,20,0,22,125
American Airlines Inc.,MIA,IND,31,3,18,0,20,125
American Airlines Inc.,SAT,LAX,8,0,6,0,7,125
Delta Air Lines Inc.,DEN,CVG,11,1,8,0,10,125
Endeavor Air Inc.,PIT,MSP,6,1,5,0,6,125
Envoy Air,ABQ,DFW,5,2,15,0,6,125
JetBlue Airways,MCO,ALB,23,1,15,0,10,125
Mesa Airlines Inc.,MSP,IAD,4,3,8,0,7,125
Republic Airline,JFK,RIC,9,2,18,0,10,125
Republic Airline,PHL,MSY,5,0,9,0,5,125
SkyWest Airlines Inc.,AMA,DEN,15,3,2,0,2,125
SkyWest Airlines Inc.,AVP,DTW,5,3,9,0,6,125
SkyWest Airlines Inc.,DFW,ACT,10,4,1,0,2,125
SkyWest Airlines Inc.,MDT,DTW,16,8,3,0,3,125
SkyWest Airlines Inc.,ORD,MHT,11,1,3,0,12,125
SkyWest Airlines Inc.,SAT,DTW,4,0,1,0,3,125
SkyWest Airlines Inc.,STL,SLC,5,4,7,0,2,125
Southwest Airlines Co.,DAL,MKE,24,1,12,0,25,125
Southwest Airlines Co.,DCA,OMA,21,2,13,0,22,125
Southwest Airlines Co.,OGG,LAX,11,0,7,0,13,125
Southwest Airlines Co.,ORF,BNA,26,0,7,0,29,125
Southwest Airlines Co.,SMF,HNL,10,0,13,1,3,125
Spirit Air Lines,ORD,MYR,7,1,16,3,11,125
Alaska Airlines Inc.,PDX,EWR,10,0,24,0,0,124
Alaska Airlines Inc.,SIT,KTN,5,0,7,0,10,124
Delta Air Lines Inc.,DTW,IND,19,1,4,0,7,124
Delta Air Lines Inc.,SLC,HNL,13,0,9,0,7,124
Envoy Air,EWR,ORD,18,1,16,1,14,124
Envoy Air,MIA,PIT,10,3,17,0,7,124
ExpressJet Airlines LLC d/b/a aha!,IAH,CLL,14,0,14,0,14,124
Frontier Airlines Inc.,PDX,LAS,9,2,19,0,26,124
Frontier Airlines Inc.,PHL,RDU,25,1,16,0,13,124
Hawaiian Airlines Inc.,OGG,SFO,25,0,1,0,11,124
JetBlue Airways,BOS,IAH,23,1,23,0,8,124
JetBlue Airways,MCO,BUF,31,5,17,1,26,124
JetBlue Airways,ONT,JFK,31,0,16,0,21,124
Mesa Airlines Inc.,AUS,IAD,7,2,2,0,1,124
PSA Airlines Inc.,CLT,SYR,13,2,12,0,10,124
Republic Airline,CLE,DCA,2,0,7,0,9,124
Republic Airline,GSO,EWR,9,1,25,0,11,124
Republic Airline,MSY,PHL,8,3,10,0,10,124
SkyWest Airlines Inc.,CAK,ORD,13,1,7,0,5,124
SkyWest Airlines Inc.,DFW,DSM,11,1,1,0,9,124
SkyWest Airlines Inc.,DSM,DFW,4,1,6,0,13,124
SkyWest Airlines Inc.,LIT,IAH,13,0,7,0,6,124
Southwest Airlines Co.,BUF,FLL,13,0,6,0,8,124
Southwest Airlines Co.,BWI,BHM,20,0,6,0,12,124
Southwest Airlines Co.,LAS,OGG,20,0,22,0,9,124
Southwest Airlines Co.,LAX,ATL,10,0,3,0,8,124
Southwest Airlines Co.,PSP,DEN,7,0,7,0,11,124
Southwest Airlines Co.,SMF,SLC,12,0,4,1,15,124
Southwest Airlines Co.,SRQ,ATL,5,2,7,0,13,124
Spirit Air Lines,IAH,DEN,12,1,21,0,8,124
Spirit Air Lines,MCO,STT,17,0,17,1,3,124
Spirit Air Lines,MSP,DTW,8,0,11,0,6,124
Spirit Air Lines,MSY,DTW,7,1,11,0,7,124
United Air Lines Inc.,OMA,IAH,6,0,13,0,2,124
Alaska Airlines Inc.,HNL,SJC,4,1,10,0,15,123
Alaska Airlines Inc.,LAX,FLL,3,0,15,1,2,123
Allegiant Air,GRR,PGD,19,5,27,1,13,123
Allegiant Air,USA,SFB,7,3,21,0,20,123
American Airlines Inc.,DFW,BUF,35,1,15,0,23,123
American Airlines Inc.,IND,MIA,12,3,17,0,8,123
American Airlines Inc.,LBB,DFW,11,0,7,0,10,123
American Airlines Inc.,LGA,STL,12,1,10,0,20,123
American Airlines Inc.,PIT,PHX,14,0,12,0,2,123
Delta Air Lines Inc.,SEA,TUS,11,2,10,0,4,123
Delta Air Lines Inc.,SLC,BIL,7,0,7,0,4,123
Endeavor Air Inc.,DSM,LGA,7,2,10,0,4,123
Endeavor Air Inc.,DTW,ABE,8,0,7,0,4,123
Endeavor Air Inc.,FAR,MSP,4,0,4,0,7,123
Endeavor Air Inc.,MSP,RDU,6,0,3,0,0,123
Envoy Air,DFW,CHS,12,2,18,1,5,123
ExpressJet Airlines LLC d/b/a aha!,IAH,HRL,11,2,13,0,6,123
ExpressJet Airlines LLC d/b/a aha!,IAH,VPS,7,2,9,0,5,123
Frontier Airlines Inc.,DEN,MSY,15,2,15,0,10,123
Frontier Airlines Inc.,EWR,MCO,26,0,24,0,16,123
Frontier Airlines Inc.,MKE,MCO,14,1,22,0,20,123
JetBlue Airways,BDL,RSW,29,0,22,0,20,123
JetBlue Airways,IAH,JFK,28,1,13,0,23,123
JetBlue Airways,MCO,PSE,27,3,10,0,14,123
Mesa Airlines Inc.,CLE,IAD,1,1,3,0,6,123
Mesa Airlines Inc.,IAD,AUS,11,3,5,0,6,123
Mesa Airlines Inc.,IAD,BNA,8,2,9,0,7,123
PSA Airlines Inc.,CLT,BGR,13,1,10,0,6,123
PSA Airlines Inc.,PHL,BUF,14,1,12,1,7,123
Republic Airline,LGA,BUF,12,3,13,0,16,123
SkyWest Airlines Inc.,ORD,CLT,10,3,13,0,10,123
SkyWest Airlines Inc.,PHX,EUG,5,0,0,0,4,123
Southwest Airlines Co.,GRR,DEN,11,0,13,0,7,123
Southwest Airlines Co.,HNL,SMF,16,0,10,0,15,123
Southwest Airlines Co.,KOA,OAK,7,0,8,0,1,123
Southwest Airlines Co.,LAX,OGG,11,0,10,0,7,123
Southwest Airlines Co.,MDW,TUS,12,0,8,0,9,123
Southwest Airlines Co.,PIT,DAL,11,0,16,0,14,123
Spirit Air Lines,BWI,DFW,13,1,28,2,6,123
United Air Lines Inc.,CHS,IAD,11,1,14,0,10,123
United Air Lines Inc.,CLT,IAH,14,1,21,0,4,123
United Air Lines Inc.,DEN,ICT,18,2,13,0,21,123
United Air Lines Inc.,EWR,HNL,17,1,11,0,4,123
Allegiant Air,PGD,GRR,11,4,11,0,20,122
American Airlines Inc.,JAC,ORD,10,2,15,0,22,122
American Airlines Inc.,ORD,JAC,24,2,18,0,14,122
American Airlines Inc.,PVD,PHL,5,0,7,0,7,122
Delta Air Lines Inc.,DTW,PBI,8,0,14,0,3,122
Delta Air Lines Inc.,MEM,SLC,8,0,4,0,2,122
Envoy Air,STL,DFW,6,2,12,0,7,122
ExpressJet Airlines LLC d/b/a aha!,CLE,EWR,14,0,27,0,17,122
Frontier Airlines Inc.,IND,DEN,7,0,11,0,16,122
Frontier Airlines Inc.,LAS,IAH,25,1,26,0,10,122
Frontier Airlines Inc.,SAN,PHX,12,0,17,0,15,122
Hawaiian Airlines Inc.,KOA,LIH,6,0,1,0,11,122
Mesa Airlines Inc.,IAH,LIT,5,3,8,0,1,122
PSA Airlines Inc.,BGR,CLT,17,1,17,0,7,122
Republic Airline,EWR,MYR,17,0,18,0,11,122
Republic Airline,LGA,ROC,9,2,16,0,15,122
SkyWest Airlines Inc.,AEX,DFW,12,2,1,0,6,122
SkyWest Airlines Inc.,BQK,ATL,1,2,4,0,11,122
SkyWest Airlines Inc.,DEN,AMA,14,3,0,0,4,122
SkyWest Airlines Inc.,ORD,CRW,15,1,4,0,14,122
SkyWest Airlines Inc.,PAE,DEN,4,0,4,0,1,122
SkyWest Airlines Inc.,SEA,SNA,8,1,0,0,1,122
SkyWest Airlines Inc.,SLC,SAN,7,1,5,0,8,122
SkyWest Airlines Inc.,SLC,STL,5,4,4,0,4,122
Southwest Airlines Co.,BUR,SLC,11,0,4,0,10,122
Southwest Airlines Co.,TPA,PHL,14,0,10,0,18,122
